,,
Vic,Vic 3023,Fax: (02) 6277 2286
,"Tel : (03) 8390 6166, Fax : (03) 8358 4245",
,E-mail: Brendan.O'Connor.MP@aph.gov.au,
,,
,,
"Flynn,","1. Gladstone: 76 Goondoon Street, Gladstone",Tel: (02) 6277 4380
Qld,Qld 4680,Fax: (02) 6277 8495
,,
,"Tel : (07) 4972 5465, Fax : (07) 4972 0888",
,"2. Emerald: 2/115 Egerton Street (PO Box 432),",
,Emerald Qld 4720,
,,
,"Tel : (07) 4982 4266, Fax : (07) 4982 4025",
,E-mail: ken.o'dowd.mp@aph.gov.au,
,,
,8,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Higgins,","Suite 1, 1343 Malvern Road, Malvern Vic 3144",Tel: (02) 6277 4155
Vic,"Tel : (03) 9822 4422, Fax : (03) 9822 0319",Fax: (02) 6277 8453
,,
,E-mail: Higgins@aph.gov.au,
,,
"Hotham,","401 Clayton Road (PO Box 5295), Clayton Vic 3168",Tel: (02) 6277 4907
,,
Vic,"Tel : (03) 9545 6211, Fax : (03) 9545 6299",Fax: (02) 6277 2347
,E-mail: Clare.ONeil.MP@aph.gov.au,
,,
,,
"Parramatta,","Suite 1, 25 Smith Street (Entry via Macquarie Street,",Tel: (02) 6277 4134
NSW,"opposite the Post Office), Parramatta NSW 2150",Fax: (02) 6277 8433
,"Tel : (02) 9689 1455, Fax : (02) 9689 3813",
,,
,E-mail: Julie.Owens.MP@aph.gov.au,
,,
,,
"Fremantle,","62 Wray Avenue (PO Box 1224 WA 6959), Fremantle",Tel: (02) 6277 4504
WA,WA 6160,Fax: 6277 2237
,"Tel : (08) 9335 8555, Fax : (08) 9336 1059",
,,
,E-mail: melissa.parke.mp@aph.gov.au,
,,
"Barker,","Shop 17, Murray Bridge Market Place, South Terrace,",Tel: (02) 6277 4864
,,
SA,Murray Bridge SA 5253,Fax: (02) 6277 4865
,"Tel : (08) 8531 2466, Fax : (08) 8531 2124",
,E-mail: Tony.Pasin.MP@aph.gov.au,
,,
,,
"Moreton,","Suite 106, Sunnybank Times Square (PO Box 419,",Tel: (02) 6277 4542
Qld,"Sunnybank Plaza), 250 McCullough Street, Sunnybank",Fax: (02) 6277 8419
,,
,Qld 4109,
,"Tel : (07) 3344 2622, Fax : (07) 3344 4276",
,E-mail: Graham.Perrett.MP@aph.gov.au,
,,
,,
"Hinkler,","Suite 1, City Centre Arcade (PO Box 535), Woongarra",Tel: (02) 6277 4122
Qld,"Street, Bundaberg Qld 4670",Fax: (02) 6277 2394
,,
,"Tel : (07) 4152 0744, Fax : (07) 4153 1752",
,E-mail: Keith.Pitt.MP@aph.gov.au,
,,
,,
"Sydney,","150 Broadway, Broadway NSW 2007",Tel: (02) 6277 4404
NSW,"Tel : (02) 9379 0700, Fax : (02) 9379 0701",Fax: (02) 6277 2212
,E-mail: Tanya.Plibersek.MP@aph.gov.au,
,,
,,
"Pearce,","490 Great Eastern Highway (PO Box 1005, Midland",Tel: (02) 6277 4275
WA,"WA 6936), Greenmount WA 6056",Fax: (02) 6277 2231
,,
,"Tel : (08) 9294 3222, Fax : (08) 9294 2888",
,E-mail: Christian.Porter.MP@aph.gov.au,
,,
,,
"Ryan,","636 Moggill Road (PO Box 704, Indooroopilly Qld",Tel: (02) 6277 4426
Qld,"4068), Chapel Hill Qld 4069",Fax: (02) 6277 8512
,"Tel : (07) 3378 1599, Fax : (07) 3378 1399",
,,
,E-mail: jane.prentice.mp@aph.gov.au,
,,
"Durack,","1. Geraldton: 2B/209 Foreshore Drive, Geraldton",Tel: (02) 6277 4242
,,
WA,WA 6530,Fax: (02) 6277 8554
,"Tel : (08) 9964 2195, Fax : (08) 9921 7990",
,"2. Broome: 4/34 Frederick Street (PO Box 1856),",
,,
,Broome WA 6725,
,"Tel : (08) 9192 7216, Fax : (08) 9192 8860",
,E-mail: Melissa.Price.MP@aph.gov.au,
,,
,,
"Sturt,","429 Magill Road, St Morris SA 5068",Tel: (02) 6277 7350
SA,"Tel : (08) 8431 2277, Fax : (08) 8431 2288",Fax: (02) 6273 4134
,,
,E-mail: C.Pyne.MP@aph.gov.au,
,,
,,
,,
,,
,,
,9,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Grey,","1. Port Pirie: 104 Ellen St (PO Box 296), Port Pirie",Tel: (02) 6277 4967
SA,SA 5540,Fax: (02) 6277 8440
,"Tel : (08) 8633 1744, Fax : (08) 8633 1749",
,,
,Toll Free : 1300 301 742,
,"2. Whyalla: 45a Playford Ave, Whyalla SA 5600",
,"Tel : (08) 8645 4255, Fax : (08) 8645 5933",
,,
,Toll Free : 1300 301 651,
,E-mail: Rowan.Ramsey.MP@aph.gov.au,
,,
,,
"Canning,","Unit 2 (PO Box 465), 2808 Albany Highway,",Tel: (02) 6277 2090
WA,Kelmscott WA 6111,Fax: (02) 6277 8425
,"Tel : (08) 9390 1211, Fax : (08) 9390 1255",
,,
,E-mail: Don.Randall.MP@aph.gov.au,
,,
"Oxley,","255 Forest Lake Blvd (PO Box 4042), Forest Lake",Tel: (02) 6277 4934
,,
Qld,Qld 4078,Fax: (02) 6277 8584
,"Tel : (07) 38796440, Fax : (07) 38796441",
,E-mail: Bernie.Ripoll.MP@aph.gov.au,
,,
,,
"Kingston,","232 Main South Road, Morphett Vale SA 5162",Tel: (02) 6277 2293
SA,"Tel : (08) 8186 2588, Fax : (08) 8186 2688",Fax: (02) 6277 8498
,,
,Toll Free : 1300 797 211,
,E-mail: Amanda.Rishworth.MP@aph.gov.au,
,,
,,
"Goldstein,","368 Centre Road, Bentleigh Vic 3204",Tel: (02) 6277 7420
Vic,"Tel : (03) 9557 4644, Fax : (03) 9557 2906",Fax: (02) 6273 4128
,E-mail: Andrew.Robb.MP@aph.gov.au,
,,
,,
"Fadden,","Unit 1, 110 Brisbane Road (PO Box 733, Biggera",Tel: (02) 6277 7730
,,
Qld,"Waters Qld 4216), Labrador Qld 4215",Fax: (02) 6273 3897
,"Tel : (07) 5500 5919, Fax : (07) 5500 5484",
,E-mail: Stuart.Robert.MP@aph.gov.au,
,,
,,
"Greenway,","230 Prospect Highway (PO Box 686 NSW 1730),",Tel: (02) 6277 4833
NSW,Seven Hills NSW 2147,Fax: (02) 6277 8586
,,
,"Tel : (02) 9671 4780, Fax : (02) 9671 5147",
,E-mail: michelle.rowland.mp@aph.gov.au,
,,
,,
"Longman,","Unit 1, 260 Morayfield Road (PO Box 825),",Tel: (02) 6277 4646
Qld,Morayfield Qld 4506,Fax: (02) 6277 8539
,"Tel : (07) 5428 7755, Fax : (07) 5428 6800",
,,
,E-mail: wyatt.roy.mp@aph.gov.au,
,,
"Griffith,","630 Wynnum Road (PO Box 476), Morningside",Tel: (02) 6277 4533
,,
Qld,Qld 4170,Fax: (02) 6277 8528
,"Tel : (07) 3899 4031, Fax : (07) 3899 5755",
,E-mail: Kevin.Rudd.MP@aph.gov.au,
,,
,,
"Berowra,","Level 7 Tele Tech Building, Suite 701, 423 Pennant",Tel: (02) 6277 4088
NSW,"Hills Road (PO Box 743, Pennant Hills NSW 1715),",Fax: (02) 6277 2309
,,
,Pennant Hills NSW 2120,
,"Tel : (02) 9980 1822, Fax : (02) 9980 1833",
,E-mail: philip.ruddock.MP@aph.gov.au,
,,
,,
"Lalor,","2/36 Synnot Street, Werribee Vic 3030",Tel: (02) 6277 4398
Vic,"Tel : (03) 9742 5800, Fax : (03) 9741 6213",Fax: (02) 6277 2364
,,
,E-mail: Joanne.Ryan.MP@aph.gov.au,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,10,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Maranoa,","Dalby (main office): Suite 2, Foodworks Centre (PO",Tel: (02) 6277 4949
Qld,"Box 641), 59 Condamine Street, Dalby Qld 4405",Fax: (02) 6277 8421
,"Tel : (07) 4662 2715, Fax : (07) 4662 5149",
,,
,Toll Free : 1300 301 964,
,"Roma: 63 Arthur Street, Roma Qld 4455",
,"Tel : (07) 4622 7166, Fax : (07) 4622 7066",
,,
,Toll Free : 1300 787 299,
,E-mail: Bruce.Scott.MP@aph.gov.au,
,,
,,
"Lindsay,","331 High Street (PO Box 712), Penrith NSW 2750",Tel: (02) 6277 4270
NSW,"Tel : (02) 4731 3700, Fax : (02) 4732 1812",Fax: (02) 6277 8422
,E-mail: Fiona.Scott.MP@aph.gov.au,
,,
,,
"Maribyrnong,","Suite 1A, 12 Hall Street (PO Box 214), Moonee Ponds",Tel: (02) 6277 4022
Vic,Vic 3039,Fax: (02) 6277 8562
,,
,"Tel : (03) 9326 1300, Fax : (03) 9326 0611",
,E-mail: Bill.Shorten.MP@aph.gov.au,
,,
,,
"Cowan,","Shop 3, Kingsway Shopping Centre (PO Box 219,",Tel: (02) 6277 4009
WA,"Kingsway), Madeley WA 6065",Fax: (02) 6277 8423
,"Tel : (08) 9409 4100, Fax : (08) 9409 5100",
,,
,E-mail: Luke.Simpkins.MP@aph.gov.au,
,,
"Casey,","Suite 1, 1 East Ridge Drive, Chirnside Park Vic 3116",Tel: (02) 6277 4284
,,
Vic,"Tel : (03) 9727 0799, Fax : (03) 9727 0833",Fax: (02) 6277 8439
,E-mail: Tony.Smith.MP@aph.gov.au,
,,
,,
"Lingiari,","1. Alice Springs: Unit 3, 12 Gregory Terrace (PO Box",Tel: (02) 6277 4081
NT,"4007), Alice Springs NT 0870",Fax: (02) 6277 2088
,,
,"Tel : (08) 8952 9696, Fax : (08) 8952 5922",
,Mobile : 0428 830 588,
,"2. Darwin: 38B Mitchell Street (PO Box 1596),",
,,
,Darwin NT 0801,
,"Tel : (08) 8942 3830, Fax : (08) 8942 3834",
,"3. Cooalinga: Shop 12, 465 Stuart Highway (PO Box",
,,
,"270, Virginia 0834), Cooalinga NT 0835",
,"Tel : (08) 8983 3129, Fax : (08) 8983 3012",
,E-mail: Warren.Snowdon.MP@aph.gov.au,
,,
,,
"Boothby,","Level 1, 724 Marion Road, Marion SA 5043",Tel: (02) 6277 4283
SA,"Tel : (08) 8374 0511, Fax : (08) 8374 3071",Fax: (02) 6277 8476
,,
,E-mail: Andrew.Southcott.MP@aph.gov.au,
,,
"Murray,","426 Wyndham Street (PO Box 884), Shepparton",Tel: (02) 6277 4477
,,
Vic,Vic 3632,Fax: (02) 6277 8454
,"Tel : (03) 5821 5371, Fax : (03) 5821 8429",
,E-mail: S.Stone.MP@aph.gov.au,
,,
,,
"Gilmore,","24 Berry Street (PO Box 1009), Nowra NSW 2541",Tel: (02) 6277 4141
NSW,"Tel : (02) 4423 1782, Fax : (02) 4423 1785",Fax: (02) 6277 8495
,,
,E-mail: Ann.Sudmalis.MP@aph.gov.au,
,,
"Deakin,","5/602 Whitehorse Road (PO Box 232), Mitcham",Tel: (02) 6277 4847
,,
Vic,Vic 3132,Fax: (02) 6277 4862
,"Tel : (03) 9874 1711, Fax : (03) 9874 0599",
,E-mail: Michael.Sukkar.MP@aph.gov.au,
,,
,,
"Lilley,","1162 Sandgate Road (PO Box 182), Nundah Qld 4012",Tel: (02) 6277 4311
Qld,"Tel : (07) 3266 8244, Fax : (07) 3266 4263",Fax: (02) 6277 2399
,,
,E-mail: Wayne.Swan.MP@aph.gov.au,
,,
,,
,,
,,
,,
,11,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Hume,","1. Goulburn: 191 Auburn Street (PO Box 700),",Tel: (02) 6277 4662
NSW,Goulburn NSW 2580,Fax: (02) 6277 2389
,"Tel : (02) 4822 2277, Fax : (02) 4822 1029",
,,
,"2. Cowra: 36 Kendal Street (PO Box 574), Cowra",
,NSW 2794,
,"Tel : (02) 6341 1106, Fax : (02) 6341 1218",
,,
,E-mail: Angus.Taylor.MP@aph.gov.au,
,,
"Wannon,","1. Hamilton: 190 Gray Street, Hamilton Vic 3300",Tel: (02) 6277 4393
,,
Vic,"Tel : (03) 5572 1100, Fax : (03) 5572 1141",Fax: (02) 6277 8538
,Toll Free : 1300 131 692,
,"2. Warrnambool: 73 Kepler Street, Warrnambool",
,,
,Vic 3280,
,"Tel : (03) 5561 6405, Fax : (03) 5561 6841",
,E-mail: dan.tehan.mp@aph.gov.au,
,,
,,
"Kingsford Smith,","Levle 6, 806-812 Anzac Parade, Maroubra NSW 2035",Tel: (02) 6277 4840
NSW,"Tel : (02) 9349 6007, Fax : (02) 9349 8089",Fax: (02) 6277 4969
,,
,E-mail: Matt.Thistlethwaite.MP@aph.gov.au,
,,
"Wills,","3 Munro Street, Coburg Vic 3058",Tel: (02) 6277 4633
,,
Vic,"Tel : (03) 9350 5777, Fax : (03) 9350 6613",Fax: (02) 6277 8409
,E-mail: Kelvin.Thomson.MP@aph.gov.au,
,,
,,
"Wide Bay,","319 Kent Street (PO Box 283), Maryborough",Tel: (02) 6277 7680
Qld,Qld 4650,Fax: (02) 6273 4126
,,
,"Tel : (07) 4121 2936, Fax : (07) 4122 3968",
,E-mail: W.Truss.MP@aph.gov.au,
,,
,,
"Aston,","Suite 4, Level 1, 420 Burwood Highway, Wantirna",Tel: (02) 6277 4354
Vic,South Vic 3152,Fax: (02) 6277 8487
,"Tel : (03) 9887 3890, Fax : (03) 9887 3893",
,,
,E-mail: alan.tudge.mp@aph.gov.au,
,,
"Wentworth,","Ground Floor, 287-289 New South Head Road (Corner",Tel: (02) 6277 7480
,,
NSW,"Edgecliff Road) (PO Box 545), Edgecliff NSW 2027",Fax: (02) 6273 3776
,"Tel : (02) 9327 3988, Fax : (02) 9327 2533",
,E-mail: Malcolm.Turnbull.MP@aph.gov.au,
,,
,,
"Calwell,","Office 6, 1100 Pascoe Vale Road, Broadmeadows",Tel: (02) 6277 4249
Vic,Vic 3047,Fax: (02) 6277 8426
,,
,"Tel : (03) 9309 3655, Fax : (03) 9309 4255",
,E-mail: Maria.Vamvakinou.MP@aph.gov.au,
,,
,,
"Forde,","Tenancy 4/96 George Street (PO Box 884), Beenleigh",Tel: (02) 6277 4719
Qld,Qld 4207,Fax: (02) 6277 8553
,"Tel : (07) 3807 6340, Fax : (07) 3807 1990",
,,
,E-mail: bert.vanmanen.mp@aph.gov.au,
,,
,,
"Barton,","Suit 203, 13a Montgomery Street (PO Box 32),",Tel: (02) 6277 4626
NSW,kogarah NSW 2217,Fax: (02) 6277 8428
,"Tel : (02) 9587 1555, Fax : (02) 9587 1544",
,,
,E-mail: Nickolas.Varvaris.MP@aph.gov.au,
,,
"Bonner,","69 Clara Street, Wynnum Qld 4178",Tel: (02) 6277 4632
,,
Qld,"Tel : (07) 3893 3488, Fax : (07) 3893 3422",Fax: (02) 6277 8535
,E-mail: Ross.Vasta.MP@aph.gov.au,
,,
,,
"Gellibrand,","1 Thomas Holmes Street, Maribyrnong Vic 3032",Tel: (02) 6277 4537
Vic,"Tel : (03) 9317 7077, Fax : (03) 9317 7477",Fax: (02) 6277 2327
,E-mail: Tim.Watts.MP@aph.gov.au,
,,
,,
,,
,,
,12,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Braddon,","Shop 2-32 Wilmot Street (PO Box 908), Burnie",Tel: (02) 6277 4387
,,
Tas,Tas 7320,Fax: (02) 6277 2335
,"Tel : (03) 6431 1333, Fax : (03) 6431 5680",
,E-mail: Brett.Whiteley.MP@aph.gov.au,
,,
,,
"Robertson,","91 Mann Street (PO Box 577), Gosford NSW 2250",Tel: (02) 6277 4738
NSW,"Tel : (02) 4322 2400, Fax : (02) 4322 2499",Fax: (02) 6277 4739
,,
,E-mail: Lucy.Wicks.MP@aph.gov.au,
,,
,,
"Denison,","188 Collins Street (GPO Box 32), Hobart Tas 7001",Tel: (02) 6277 4766
Tas,"Tel : (03) 6234 5255, Fax : (03) 6223 8560",Fax: (02) 6277 8579
,E-mail: andrew.wilkie.mp@aph.gov.au,
,,
,,
"Hindmarsh,","Shop 2, 670 Anzac Highway, Glenelg East SA 5045",Tel: (02) 6277 4429
SA,"Tel : (08) 8376 9000, Fax : (08) 8376 7888",Fax: (02) 6277 2375
,,
,E-mail: Matt.Williams.MP@aph.gov.au,
,,
"O'Connor,","1. Kalgoorlie: 345 Hannan Street (PO Box 10415),",Tel: (02) 6277 4101
,,
WA,Kalgoorlie WA 6430,Fax: (02) 6277 2073
,"Tel : (08) 9021 2044, Fax : (08) 9021 2033",
,"2. Albany: Shop 5, The Link Shopping Centre (PO",
,,
,"Box 5077), St Emilie Way, Albany WA 6330",
,"Tel : (08) 9842 2777, Fax : (08) 9842 2577",
,E-mail: Rick.Wilson.MP@aph.gov.au,
,,
,,
"La Trobe,","Unit 3 (PO Box 539), 16 Langmore Lane, Berwick",Tel: (02) 6277 4982
Vic,Vic 3806,Fax: (02) 6277 4994
,,
,"Tel : (03) 9768 9164, Fax : (03) 9768 9883",
,E-mail: Jason.Wood.MP@aph.gov.au,
,,
,,
"Hasluck,","Shop 10-12 Forrestfield Forum, 80 Hale Road (PO",Tel: (02) 6277 4707
WA,"Box 325), Forrestfield WA 6058",Fax: (02) 6277 8552
,"Tel : (08) 9359 0322, Fax : (08) 9359 0197",
,,
,E-mail: ken.wyatt.mp@aph.gov.au,
,,
"Makin,","959 North East Road (PO Box 775), Modbury",Tel: (02) 6277 4147
,,
SA,SA 5092,Fax: (02) 6277 8592
,"Tel : (08) 8265 3100, Fax : (08) 8265 3900",
,E-mail: Tony.Zappia.MP@aph.gov.au,
